year,date,home_team,away_team,home_team_goals,away_team_goals,goal_difference,winning_team,venue,attendance,referee,notes,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,officials,round,score,host,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long
1930,14-07-1930,Romania,Peru,3,1,2,Romania,"Pocitos, Montevideo",2549,Alberto Warnken,Unknown,3,0.0,0.0,1,0.0,0.0,Octav Luchide,Emerich Vogl,Francisco Bru,Plácido Galindo,Alberto Warnken (Referee) · Jean Langenus (Ar1) · Francisco Mateucci (Ar2),Group Stage,3–1,Uruguay,Adalbert Deșu · 1|Constantin Stanciu · 79|Nicolae Kovács · 89,Luis De Souza Ferreira · 75,"['1&Rsquor;|1:0|Adalbert Deșu', '79&Rsquor;|2:1|Constantin Stanciu', '89&Rsquor;|3:1|Nicolae Kovács']",['75&Rsquor;|1:1|Luis De Souza Ferreira'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Plácido Galindo · 70,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,14-07-1930,Yugoslavia,Brazil,2,1,1,Yugoslavia,"Parque Central, Montevideo",24059,Anibal Tejada,Unknown,2,0.0,0.0,1,0.0,0.0,Bosko Simonovic,Milutin Ivković,Pindaro De Carvalho,Preguinho,Anibal Tejada (Referee) · Ricardo Vallarino (Ar1) · Thomas Balway (Ar2),Group Stage,2–1,Uruguay,Aleksandar Tirnanić · 21|Ivan Bek · 30,Preguinho · 62,"['21&Rsquor;|1:0|Aleksandar Tirnanić', '30&Rsquor;|2:0|Ivan Bek']",['62&Rsquor;|2:1|Preguinho'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,26-07-1930,Argentina,United States,6,1,5,Argentina,"Estadio Centenario, Montevideo",72886,Jean Langenus,Unknown,6,0.0,0.0,1,0.0,0.0,Francisco Olazar,Manuel Ferreira,Bob Millar,Tom Florie,Jean Langenus (Referee) · Gaspar Vallejo (Ar1) · Alberto Warnken (Ar2),Semi-Finals,6–1,Uruguay,Luis Monti · 20|Alejandro Scopelli · 56|Guillermo Stábile · 69|Carlos Peucelle · 80|Carlos Peucelle · 85|Guillermo Stábile · 87,Jim Brown · 89,"['20&Rsquor;|1:0|Luis Monti', '56&Rsquor;|2:0|Alejandro Scopelli', '69&Rsquor;|3:0|Guillermo Stábile', '80&Rsquor;|4:0|Carlos Peucelle', '85&Rsquor;|5:0|Carlos Peucelle', '87&Rsquor;|6:0|Guillermo Stábile']",['89&Rsquor;|6:1|Jim Brown'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,22-07-1930,Argentina,Chile,3,1,2,Argentina,"Estadio Centenario, Montevideo",41459,Jean Langenus,Unknown,3,0.0,0.0,1,0.0,0.0,Francisco Olazar,Manuel Ferreira,Gyorgy Orth,Guillermo Subiabre,Jean Langenus (Referee) · Henry Cristophe (Ar1) · Ulises Saucedo (Ar2),Group Stage,3–1,Uruguay,Guillermo Stábile · 12|Guillermo Stábile · 13|Mario Evaristo · 51,Guillermo Subiabre · 15,"['12&Rsquor;|1:0|Guillermo Stábile', '13&Rsquor;|2:0|Guillermo Stábile', '51&Rsquor;|3:1|Mario Evaristo']",['15&Rsquor;|2:1|Guillermo Subiabre'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,21-07-1930,Uruguay,Romania,4,0,4,Uruguay,"Estadio Centenario, Montevideo",70022,Gilberto Rego,Unknown,4,0.0,0.0,0,0.0,0.0,Alberto Suppici,José Nasazzi,Octav Luchide,Emerich Vogl,Gilberto Rego (Referee) · Alberto Warnken (Ar1) · Ulises Saucedo (Ar2),Group Stage,4–0,Uruguay,Pablo Dorado · 7|Héctor Scarone · 24|Peregrino Anselmo · 30|Pedro Cea · 35,Unknown,"['7&Rsquor;|1:0|Pablo Dorado', '24&Rsquor;|2:0|Héctor Scarone', '30&Rsquor;|3:0|Peregrino Anselmo', '35&Rsquor;|4:0|Pedro Cea']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,20-07-1930,Brazil,Bolivia,4,0,4,Brazil,"Estadio Centenario, Montevideo",25466,Thomas Balway,Unknown,4,0.0,0.0,0,0.0,0.0,Pindaro De Carvalho,Preguinho,Ulises Saucedo,Rafael Méndez,Thomas Balway (Referee) · Francisco Mateucci (Ar1) · Gaspar Vallejo (Ar2),Group Stage,4–0,Uruguay,Moderato Wisintainer · 37|Preguinho · 67|Moderato Wisintainer · 73|Preguinho · 83,Unknown,"['37&Rsquor;|1:0|Moderato Wisintainer', '67&Rsquor;|2:0|Preguinho', '73&Rsquor;|3:0|Moderato Wisintainer', '83&Rsquor;|4:0|Preguinho']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,20-07-1930,Paraguay,Belgium,1,0,1,Paraguay,"Estadio Centenario, Montevideo",12000,Ricardo Vallarino,Unknown,1,0.0,0.0,0,0.0,0.0,Jose Durand Laguna,Luis Vargas Peña,Hector Goetinck,Pierre Braine,Ricardo Vallarino (Referee) · Jose Macias (Ar1) · Domingo Lombardi (Ar2),Group Stage,1–0,Uruguay,Luis Vargas Peña · 40,Unknown,['40&Rsquor;|1:0|Luis Vargas Peña'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,19-07-1930,Chile,France,1,0,1,Chile,"Estadio Centenario, Montevideo",2000,Anibal Tejada,Unknown,1,0.0,0.0,0,0.0,0.0,Gyorgy Orth,Carlos Schneeberger,Raoul Caudron,Alexandre Villaplane,Anibal Tejada (Referee) · Domingo Lombardi (Ar1) · Gilberto Rego (Ar2),Group Stage,1–0,Uruguay,Guillermo Subiabre · 65,Unknown,['65&Rsquor;|1:0|Guillermo Subiabre'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,30-07-1930,Uruguay,Argentina,4,2,2,Uruguay,"Estadio Centenario, Montevideo",68346,Jean Langenus,Unknown,4,0.0,0.0,2,0.0,0.0,Alberto Suppici,José Nasazzi,Francisco Olazar,Manuel Ferreira,Jean Langenus (Referee) · Ulises Saucedo (Ar1) · Henry Cristophe (Ar2),Final,4–2,Uruguay,Pablo Dorado · 12|Pedro Cea · 57|Santos Iriarte · 68|Héctor Castro · 89,Carlos Peucelle · 20|Guillermo Stábile · 37,"['12&Rsquor;|1:0|Pablo Dorado', '57&Rsquor;|2:2|Pedro Cea', '68&Rsquor;|3:2|Santos Iriarte', '89&Rsquor;|4:2|Héctor Castro']","['20&Rsquor;|1:1|Carlos Peucelle', '37&Rsquor;|1:2|Guillermo Stábile']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,27-07-1930,Uruguay,Yugoslavia,6,1,5,Uruguay,"Estadio Centenario, Montevideo",79867,Gilberto Rego,Unknown,6,0.0,0.0,1,0.0,0.0,Alberto Suppici,José Nasazzi,Bosko Simonovic,Milutin Ivković,Gilberto Rego (Referee) · Ulises Saucedo (Ar1) · Thomas Balway (Ar2),Semi-Finals,6–1,Uruguay,Pedro Cea · 18|Peregrino Anselmo · 20|Peregrino Anselmo · 31|Santos Iriarte · 61|Pedro Cea · 67|Pedro Cea · 72,Đorđe Vujadinović · 4,"['18&Rsquor;|1:1|Pedro Cea', '20&Rsquor;|2:1|Peregrino Anselmo', '31&Rsquor;|3:1|Peregrino Anselmo', '61&Rsquor;|4:1|Santos Iriarte', '67&Rsquor;|5:1|Pedro Cea', '72&Rsquor;|6:1|Pedro Cea']",['4&Rsquor;|0:1|Đorđe Vujadinović'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,15-07-1930,Argentina,France,1,0,1,Argentina,"Parque Central, Montevideo",23409,Gilberto Rego,Unknown,1,0.0,0.0,0,0.0,0.0,Francisco Olazar,Manuel Ferreira,Raoul Caudron,Alexandre Villaplane,Gilberto Rego (Referee) · Ulises Saucedo (Ar1) · Constantin Radulescu (Ar2),Group Stage,1–0,Uruguay,Luis Monti · 81,Unknown,['81&Rsquor;|1:0|Luis Monti'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,16-07-1930,Chile,Mexico,3,0,3,Chile,"Parque Central, Montevideo",9249,Henry Cristophe,Unknown,3,0.0,0.0,0,0.0,0.0,Gyorgy Orth,Carlos Schneeberger,Juan Luque,Rafael Garza Gutiérrez,Henry Cristophe (Referee) · Martin Aphesteguy (Ar1) · Jean Langenus (Ar2),Group Stage,3–0,Uruguay,Carlos Vidal · 3|Carlos Vidal · 65,Unknown,"['3&Rsquor;|1:0|Carlos Vidal', '65&Rsquor;|3:0|Carlos Vidal']",Unknown,Manuel Rosas (Og) · 51,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,17-07-1930,United States,Paraguay,3,0,3,United States,"Parque Central, Montevideo",18306,Jose Macias,Unknown,3,0.0,0.0,0,0.0,0.0,Bob Millar,Tom Florie,Jose Durand Laguna,Luis Vargas Peña,Jose Macias (Referee) · Martin Aphesteguy (Ar1) · Anibal Tejada (Ar2),Group Stage,3–0,Uruguay,Bert Patenaude · 10|Bert Patenaude · 15|Bert Patenaude · 50,Unknown,"['10&Rsquor;|1:0|Bert Patenaude', '15&Rsquor;|2:0|Bert Patenaude', '50&Rsquor;|3:0|Bert Patenaude']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,17-07-1930,Yugoslavia,Bolivia,4,0,4,Yugoslavia,"Parque Central, Montevideo",18306,Francisco Mateucci,Unknown,4,0.0,0.0,0,0.0,0.0,Bosko Simonovic,Milutin Ivković,Ulises Saucedo,Rafael Méndez,Francisco Mateucci (Referee) · Domingo Lombardi (Ar1) · Alberto Warnken (Ar2),Group Stage,4–0,Uruguay,Ivan Bek · 60|Blagoje Marjanović · 65|Ivan Bek · 67|Đorđe Vujadinović · 85,Unknown,"['60&Rsquor;|1:0|Ivan Bek', '65&Rsquor;|2:0|Blagoje Marjanović', '67&Rsquor;|3:0|Ivan Bek', '85&Rsquor;|4:0|Đorđe Vujadinović']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,13-07-1930,United States,Belgium,3,0,3,United States,"Parque Central, Montevideo",18346,Jose Macias,Unknown,3,0.0,0.0,0,0.0,0.0,Bob Millar,Tom Florie,Hector Goetinck,Pierre Braine,Jose Macias (Referee) · Francisco Mateucci (Ar1) · Alberto Warnken (Ar2),Group Stage,3–0,Uruguay,Bart Mcghee · 23|Tom Florie · 45|Bert Patenaude · 69,Unknown,"['23&Rsquor;|1:0|Bart Mcghee', '45&Rsquor;|2:0|Tom Florie', '69&Rsquor;|3:0|Bert Patenaude']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,13-07-1930,France,Mexico,4,1,3,France,"Pocitos, Montevideo",4444,Domingo Lombardi,Unknown,4,0.0,0.0,1,0.0,0.0,Raoul Caudron,Alexandre Villaplane,Juan Luque,Rafael Garza Gutiérrez,Domingo Lombardi (Referee) · Henry Cristophe (Ar1) · Gilberto Rego (Ar2),Group Stage,4–1,Uruguay,Lucien Laurent · 19|Marcel Langiller · 40|André Maschinot · 43|André Maschinot · 87,Juan Carreño · 70,"['19&Rsquor;|1:0|Lucien Laurent', '40&Rsquor;|2:0|Marcel Langiller', '43&Rsquor;|3:0|André Maschinot', '87&Rsquor;|4:1|André Maschinot']",['70&Rsquor;|3:1|Juan Carreño'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,18-07-1930,Uruguay,Peru,1,0,1,Uruguay,"Estadio Centenario, Montevideo",57735,Jean Langenus,Unknown,1,0.0,0.0,0,0.0,0.0,Alberto Suppici,José Nasazzi,Francisco Bru,Antonio Maquilón,Jean Langenus (Referee) · Thomas Balway (Ar1) · Henry Cristophe (Ar2),Group Stage,1–0,Uruguay,Héctor Castro · 60,Unknown,['60&Rsquor;|1:0|Héctor Castro'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1930,19-07-1930,Argentina,Mexico,6,3,3,Argentina,"Estadio Centenario, Montevideo",42100,Ulises Saucedo,Unknown,6,0.0,0.0,3,0.0,0.0,Francisco Olazar,Ángel Bossio,Juan Luque,Rafael Garza Gutiérrez,Ulises Saucedo (Referee) · Gualberto Alonso (Ar1) · Constantin Radulescu (Ar2),Group Stage,6–3,Uruguay,Guillermo Stábile · 8|Adolfo Zumelzú · 12|Guillermo Stábile · 17|Francisco Varallo · 53|Adolfo Zumelzú · 55|Guillermo Stábile · 80,Manuel Rosas · 65|Roberto Gayón · 75,"['8&Rsquor;|1:0|Guillermo Stábile', '12&Rsquor;|2:0|Adolfo Zumelzú', '17&Rsquor;|3:0|Guillermo Stábile', '53&Rsquor;|4:1|Francisco Varallo', '55&Rsquor;|5:1|Adolfo Zumelzú', '80&Rsquor;|6:3|Guillermo Stábile']","['65&Rsquor;|5:2|Manuel Rosas', '75&Rsquor;|5:3|Roberto Gayón']",Unknown,Unknown,Unknown,Manuel Rosas (P) · 42,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,27-05-1934,Germany,Belgium,5,2,3,Germany,"Giovanni Berta, Florence",8000,Francesco Mattea,Unknown,5,0.0,0.0,2,0.0,0.0,Otto Nerz,Fritz Szepan,Hector Goetinck,Félix Welkenhuysen,Francesco Mattea (Referee) · Ermenegildo Melandri (Ar1) · Jacques Baert (Ar2),Round Of 16,5–2,Italy,Stanislaus Kobierski · 25|Otto Siffling · 49|Edmund Conen · 66|Edmund Conen · 70|Edmund Conen · 87,Bernard Voorhoof · 29|Bernard Voorhoof · 43,"['25&Rsquor;|1:0|Stanislaus Kobierski', '49&Rsquor;|2:2|Otto Siffling', '66&Rsquor;|3:2|Edmund Conen', '70&Rsquor;|4:2|Edmund Conen', '87&Rsquor;|5:2|Edmund Conen']","['29&Rsquor;|1:1|Bernard Voorhoof', '43&Rsquor;|1:2|Bernard Voorhoof']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,27-05-1934,Italy,United States,7,1,6,Italy,"Nazionale Pnf, Rome",25000,Rene Mercet,Unknown,7,0.0,0.0,1,0.0,0.0,Vittorio Pozzo,Virginio Rosetta,David Gould,George Moorhouse,Rene Mercet (Referee) · Pedro Escartin (Ar1) · Bohumil Zenisek (Ar2),Round Of 16,7–1,Italy,Angelo Schiavio · 18|Raimundo Orsi · 20|Angelo Schiavio · 29|Giovanni Ferrari · 63|Angelo Schiavio · 64|Raimundo Orsi · 69|Giuseppe Meazza · 90,Aldo Donelli · 57,"['18&Rsquor;|1:0|Angelo Schiavio', '20&Rsquor;|2:0|Raimundo Orsi', '29&Rsquor;|3:0|Angelo Schiavio', '63&Rsquor;|4:1|Giovanni Ferrari', '64&Rsquor;|5:1|Angelo Schiavio', '69&Rsquor;|6:1|Raimundo Orsi', '90&Rsquor;|7:1|Giuseppe Meazza']",['57&Rsquor;|3:1|Aldo Donelli'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,27-05-1934,Hungary,Egypt,4,2,2,Hungary,"Giorgio Ascarelli, Naples",9000,Rinaldo Barlassina,Unknown,4,0.0,0.0,2,0.0,0.0,Odon Nadas,László Sternberg,James Mcrea,Mahmoud Mokhtar El-Tetsh,Rinaldo Barlassina (Referee) · Generoso Dattilo (Ar1) · Otello Sassi (Ar2),Round Of 16,4–2,Italy,Pál Teleki · 11|Géza Toldi · 31|Jenő Vincze · 53|Géza Toldi · 61,Abdulrahman Fawzi · 35|Abdulrahman Fawzi · 39,"['11&Rsquor;|1:0|Pál Teleki', '31&Rsquor;|2:0|Géza Toldi', '53&Rsquor;|3:2|Jenő Vincze', '61&Rsquor;|4:2|Géza Toldi']","['35&Rsquor;|2:1|Abdulrahman Fawzi', '39&Rsquor;|2:2|Abdulrahman Fawzi']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,27-05-1934,Czechoslovakia,Romania,2,1,1,Czechoslovakia,"Littorio, Trieste",9000,Jean Langenus,Unknown,2,0.0,0.0,1,0.0,0.0,Karel Petru,František Plánička,Constantin Radulescu,Emerich Vogl,Jean Langenus (Referee) · Giuseppe Scarpi (Ar1) · Raffaele Scorzoni (Ar2),Round Of 16,2–1,Italy,Antonín Puč · 50|Oldřich Nejedlý · 67,Ștefan Dobay · 11,"['50&Rsquor;|1:1|Antonín Puč', '67&Rsquor;|2:1|Oldřich Nejedlý']",['11&Rsquor;|0:1|Ștefan Dobay'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,10-06-1934,Italy,Czechoslovakia,2,1,1,Italy,"Nazionale Pnf, Rome",55000,Ivan Eklind,Required Extra Time,2,0.0,0.0,1,0.0,0.0,Vittorio Pozzo,Gianpiero Combi,Karel Petru,František Plánička,Ivan Eklind (Referee) · Louis Baert (Ar1) · Mihaly Ivancsics (Ar2),Final,2–1,Italy,Raimundo Orsi · 81|Angelo Schiavio · 95,Antonín Puč · 71,"['81&Rsquor;|1:1|Raimundo Orsi', '95&Rsquor;|2:1|Angelo Schiavio']",['71&Rsquor;|0:1|Antonín Puč'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,27-05-1934,Austria,France,3,2,1,Austria,"Stadio Benito Mussolini, Turin",16000,Johannes Van Moorsel,Required Extra Time,3,0.0,0.0,2,0.0,0.0,Hugo Meisl,Josef Smistik,George Kimpton,Alex Thépot,Johannes Van Moorsel (Referee) · Camillo Caironi (Ar1) · Louis Baert (Ar2),Round Of 16,3–2,Italy,Matthias Sindelar · 44|Anton Schall · 93|Josef Bican · 109,Jean Nicolas · 18,"['44&Rsquor;|1:1|Matthias Sindelar', '93&Rsquor;|2:1|Anton Schall', '109&Rsquor;|3:1|Josef Bican']",['18&Rsquor;|0:1|Jean Nicolas'],Unknown,Unknown,Unknown,Georges Verriest (P) · 116,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,03-06-1934,Czechoslovakia,Germany,3,1,2,Czechoslovakia,"Nazionale Pnf, Rome",15000,Rinaldo Barlassina,Unknown,3,0.0,0.0,1,0.0,0.0,Karel Petru,František Plánička,Otto Nerz,Fritz Szepan,Rinaldo Barlassina (Referee) · Alois Beranek (Ar1) · Pedro Escartin (Ar2),Semi-Finals,3–1,Italy,Oldřich Nejedlý · 21|Oldřich Nejedlý · 69|Oldřich Nejedlý · 80,Rudolf Noack · 62,"['21&Rsquor;|1:0|Oldřich Nejedlý', '69&Rsquor;|2:1|Oldřich Nejedlý', '80&Rsquor;|3:1|Oldřich Nejedlý']",['62&Rsquor;|1:1|Rudolf Noack'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,07-06-1934,Germany,Austria,3,2,1,Germany,"Giorgio Ascarelli, Naples",7000,Albino Carraro,Unknown,3,0.0,0.0,2,0.0,0.0,Otto Nerz,Fritz Szepan,Hugo Meisl,Johann Horvath,Albino Carraro (Referee) · Camillo Caironi (Ar1) · Pedro Escartin (Ar2),Third-Place Match,3–2,Italy,Ernst Lehner · 1|Edmund Conen · 27|Ernst Lehner · 42,Johann Horvath · 28|Karl Sesta · 54,"['1&Rsquor;|1:0|Ernst Lehner', '27&Rsquor;|2:0|Edmund Conen', '42&Rsquor;|3:1|Ernst Lehner']","['28&Rsquor;|2:1|Johann Horvath', '54&Rsquor;|3:2|Karl Sesta']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,31-05-1934,Czechoslovakia,Switzerland,3,2,1,Czechoslovakia,"Stadio Benito Mussolini, Turin",12000,Alois Beranek,Unknown,3,0.0,0.0,2,0.0,0.0,Karel Petru,František Plánička,Henry Mueller,Severino Minelli,Alois Beranek (Referee) · Youssuf Mohamed (Ar1) · Jacques Baert (Ar2),Quarter-Finals,3–2,Italy,František Svoboda · 24|Jiří Sobotka · 49|Oldřich Nejedlý · 82,Leopold Kielholz · 18|Willy Jäggi · 78,"['24&Rsquor;|1:1|František Svoboda', '49&Rsquor;|2:1|Jiří Sobotka', '82&Rsquor;|3:2|Oldřich Nejedlý']","['18&Rsquor;|0:1|Leopold Kielholz', '78&Rsquor;|2:2|Willy Jäggi']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,31-05-1934,Austria,Hungary,2,1,1,Austria,"Littorale, Bologna",23000,Francesco Mattea,Unknown,2,0.0,0.0,1,0.0,0.0,Hugo Meisl,Johann Horvath,Odon Nadas,László Sternberg,Francesco Mattea (Referee) · Pedro Escartin (Ar1) · Alfred Birlem (Ar2),Quarter-Finals,2–1,Italy,Johann Horvath · 8|Karl Zischek · 51,Unknown,"['8&Rsquor;|1:0|Johann Horvath', '51&Rsquor;|2:0|Karl Zischek']",Unknown,Unknown,Unknown,Unknown,György Sárosi (P) · 60,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Imre Markos · 63,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,01-06-1934,Italy,Spain,1,0,1,Italy,"Giovanni Berta, Florence",43000,Rene Mercet,Unknown,1,0.0,0.0,0,0.0,0.0,Vittorio Pozzo,Gianpiero Combi,Amadeo Garcia,Jacinto Quincoces,Rene Mercet (Referee) · Mihaly Ivancsics (Ar1) · Bohumil Zenisek (Ar2),Quarter-Finals,1–0,Italy,Giuseppe Meazza · 11,Unknown,['11&Rsquor;|1:0|Giuseppe Meazza'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,03-06-1934,Italy,Austria,1,0,1,Italy,"San Siro, Milan",35000,Ivan Eklind,Unknown,1,0.0,0.0,0,0.0,0.0,Vittorio Pozzo,Gianpiero Combi,Hugo Meisl,Josef Smistik,Ivan Eklind (Referee) · Louis Baert (Ar1) · Bohumil Zenisek (Ar2),Semi-Finals,1–0,Italy,Enrique Guaita · 19,Unknown,['19&Rsquor;|1:0|Enrique Guaita'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,31-05-1934,Germany,Sweden,2,1,1,Germany,"San Siro, Milan",3000,Rinaldo Barlassina,Unknown,2,0.0,0.0,1,0.0,0.0,Otto Nerz,Fritz Szepan,Joszef Nagy,Nils Rosén,Rinaldo Barlassina (Referee) · Rene Mercet (Ar1) · Johannes Van Moorsel (Ar2),Quarter-Finals,2–1,Italy,Karl Hohmann · 60|Karl Hohmann · 63,Gösta Dunker · 82,"['60&Rsquor;|1:0|Karl Hohmann', '63&Rsquor;|2:0|Karl Hohmann']",['82&Rsquor;|2:1|Gösta Dunker'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,31-05-1934,Italy,Spain,1,1,0,Draw,"Giovanni Berta, Florence",35000,Louis Baert,Required Extra Time,1,0.0,0.0,1,0.0,0.0,Vittorio Pozzo,Gianpiero Combi,Amadeo Garcia,Ricardo Zamora,Louis Baert (Referee) · Bohumil Zenisek (Ar1) · Mihaly Ivancsics (Ar2),Quarter-Finals,1–1,Italy,Giovanni Ferrari · 44,Luis Regueiro · 30,['44&Rsquor;|1:1|Giovanni Ferrari'],['30&Rsquor;|0:1|Luis Regueiro'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1934,27-05-1934,Spain,Brazil,3,1,2,Spain,"Luigi Ferraris, Genoa",21000,Alfred Birlem,Unknown,3,0.0,0.0,1,0.0,0.0,Amadeo Garcia,Ricardo Zamora,Luiz Vinhaes,Martim Mércio Da Silveira,Alfred Birlem (Referee) · Ettore Carminati (Ar1) · Mihaly Ivancsics (Ar2),Round Of 16,3–1,Italy,José Iraragorri · 25|Isidro Lángara · 29,Leônidas · 55,"['25&Rsquor;|2:0|José Iraragorri', '29&Rsquor;|3:0|Isidro Lángara']",['55&Rsquor;|3:1|Leônidas'],Unknown,Unknown,José Iraragorri (P) · 18,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
