year,date,home_team,away_team,home_team_goals,away_team_goals,goal_difference,winning_team,venue,attendance,referee,notes,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,officials,round,score,host,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long
1982,05-07-1982,Spain,England,0,0,0,Draw,"Santiago Bernabeu, Madrid",75000,Alexis Ponnet,Unknown,0,0.0,0.0,0,0.0,0.0,Jose Santamaria,Luis Arconada,Ron Greenwood,Mick Mills,Alexis Ponnet (Referee) · Michel Vautrot (Ar1) · Belaid Lacarne (Ar2),Second Group Stage,0–0,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['15&Rsquor;|0:0|Ray Wilkins'],"['67&Rsquor;|0:0|Pedro Uralde|For Enrique Saura', '73&Rsquor;|0:0|Antonio Maceda|For Miguel Tendillo']","['63&Rsquor;|0:0|Trevor Brooking|For Graham Rix', '64&Rsquor;|0:0|Kevin Keegan|For Tony Woodcock']"
1982,20-06-1982,West Germany,Chile,4,1,3,West Germany,"El Molinon, Gijon",42000,Bruno Galler,Unknown,4,0.0,0.0,1,0.0,0.0,Jupp Derwall,Karl-Heinz Rummenigge,Luis Alberto Santibanez,Elías Figueroa,Bruno Galler (Referee) · Vojtech Christov (Ar1) · Tony Boskovic (Ar2),First Group Stage,4–1,Spain,Karl-Heinz Rummenigge · 9|Karl-Heinz Rummenigge · 57|Karl-Heinz Rummenigge · 66|Uwe Reinders · 83,Gustavo Moscoso · 90,"['9&Rsquor;|1:0|Karl-Heinz Rummenigge', '57&Rsquor;|2:0|Karl-Heinz Rummenigge', '66&Rsquor;|3:0|Karl-Heinz Rummenigge', '83&Rsquor;|4:0|Uwe Reinders']",['90&Rsquor;|4:1|Gustavo Moscoso'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['11&Rsquor;|1:0|Rodolfo Dubó', '29&Rsquor;|1:0|Miguel Ángel Gamboa']","['61&Rsquor;|2:0|Lothar Matthäus|For Paul Breitner', '79&Rsquor;|3:0|Uwe Reinders|For Pierre Littbarski']","['46&Rsquor;|1:0|Juan Carlos Letelier|For Mario Soto', '66&Rsquor;|3:0|Miguel Ángel Neira|For Miguel Ángel Gamboa']"
1982,21-06-1982,Honduras,Northern Ireland,1,1,0,Draw,"La Romareda, Zaragoza",15000,Thomson Tam Sun Chan,Unknown,1,0.0,0.0,1,0.0,0.0,Jose De La Paz,Ramón Maradiaga,Billy Bingham,Martin O'Neill,Thomson Tam Sun Chan (Referee) · Enrique Labo Revoredo (Ar1) · Paolo Casarin (Ar2),First Group Stage,1–1,Spain,Eduardo Laing · 60,Gerry Armstrong · 9,['60&Rsquor;|1:1|Eduardo Laing'],['9&Rsquor;|0:1|Gerry Armstrong'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['58&Rsquor;|0:1|Eduardo Laing|For Prudencio Norales'],"['66&Rsquor;|1:1|Noel Brotherston|For Norman Whiteside', ""78&Rsquor;|1:1|Felix Healy|For Martin O'Neill""]"
1982,22-06-1982,Belgium,Hungary,1,1,0,Draw,"Nuevo Estadio, Elche",37000,Clive White,Unknown,1,0.0,0.0,1,0.0,0.0,Guy Thys,Eric Gerets,Kalman Meszoly,Tibor Nyilasi,Clive White (Referee) · Walter Eschweiler (Ar1) · Belaid Lacarne (Ar2),First Group Stage,1–1,Spain,Alexandre Czerniatynski · 76,József Varga · 27,['76&Rsquor;|1:1|Alexandre Czerniatynski'],['27&Rsquor;|0:1|József Varga'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['65&Rsquor;|0:1|Jean-Marie Pfaff', '79&Rsquor;|1:1|Walter Meeuws']",Unknown,"['46&Rsquor;|0:1|Wilfried Van Moer|For Guy Vandersmissen', '62&Rsquor;|0:1|Gerard Plessers|For Eric Gerets']","['67&Rsquor;|0:1|Sándor Sallai|For Sándor Müller', '70&Rsquor;|0:1|Ferenc Csongrádi']"
1982,22-06-1982,Soviet Union,Scotland,2,2,0,Draw,"La Rosaleda, Malaga",45000,Nicolae Rainea,Unknown,2,0.0,0.0,2,0.0,0.0,Konstantin Beskov,Aleksandre Chivadze,Jock Stein,Graeme Souness,Nicolae Rainea (Referee) · Alojzy Jarguz (Ar1) · Alexis Ponnet (Ar2),First Group Stage,2–2,Spain,Aleksandre Chivadze · 59|Ramaz Shengelia · 84,Joe Jordan · 15|Graeme Souness · 86,"['59&Rsquor;|1:1|Aleksandre Chivadze', '84&Rsquor;|2:1|Ramaz Shengelia']","['15&Rsquor;|0:1|Joe Jordan', '86&Rsquor;|2:2|Graeme Souness']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['5&Rsquor;|0:0|Graeme Souness'],['88&Rsquor;|2:2|Sergey Andreyev|For Ramaz Shengelia'],"['71&Rsquor;|1:1|Danny Mcgrain|For Gordon Strachan', '71&Rsquor;|1:1|Alan Brazil|For Joe Jordan']"
1982,22-06-1982,Poland,Peru,5,1,4,Poland,"Riazor, La Coruï¿½A",25000,Mario Rubio Vazquez,Unknown,5,0.0,0.0,1,0.0,0.0,Antoni Piechniczek,Władysław Żmuda,Tim,Rubén Toribio Díaz,Mario Rubio Vazquez (Referee) · Emilio Soriano Aladren (Ar1) · Victoriano Sanchez Arminio (Ar2),First Group Stage,5–1,Spain,Włodzimierz Smolarek · 55|Grzegorz Lato · 58|Zbigniew Boniek · 61|Andrzej Buncol · 68|Włodzimierz Ciołek · 76,Guillermo La Rosa · 83,"['55&Rsquor;|1:0|Włodzimierz Smolarek', '58&Rsquor;|2:0|Grzegorz Lato', '61&Rsquor;|3:0|Zbigniew Boniek', '68&Rsquor;|4:0|Andrzej Buncol', '76&Rsquor;|5:0|Włodzimierz Ciołek']",['83&Rsquor;|5:1|Guillermo La Rosa'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['31&Rsquor;|0:0|José Velásquez'],"['26&Rsquor;|0:0|Marek Dziuba|For Jan Jałocha', '74&Rsquor;|4:0|Włodzimierz Ciołek|For Włodzimierz Smolarek']","['50&Rsquor;|0:0|Gerónimo Barbadillo|For Juan Carlos Oblitas', '50&Rsquor;|0:0|Julio César Uribe|For Teófilo Cubillas']"
1982,23-06-1982,Brazil,New Zealand,4,0,4,Brazil,"Benito Villamarin, Seville",43000,Damir Matovinovic,Unknown,4,0.0,0.0,0,0.0,0.0,Tele Santana,Sócrates,John Adshead,Steve Sumner,Damir Matovinovic (Referee) · Abraham Klein (Ar1) · Charles Corver (Ar2),First Group Stage,4–0,Spain,Zico · 28|Zico · 31|Paulo Roberto Falcão · 64|Serginho Chulapa · 70,Unknown,"['28&Rsquor;|1:0|Zico', '31&Rsquor;|2:0|Zico', '64&Rsquor;|3:0|Paulo Roberto Falcão', '70&Rsquor;|4:0|Serginho Chulapa']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['75&Rsquor;|4:0|Paulo Isidoro|For Serginho Chulapa', '75&Rsquor;|4:0|Edinho|For Oscar']","['78&Rsquor;|4:0|Brian Turner|For Kenny Cresswell', '78&Rsquor;|4:0|Duncan Cole|For Wynton Rufer']"
1982,23-06-1982,Italy,Cameroon,1,1,0,Draw,"Estadio Municipal De Balaï¿½Dos, Vigo",20000,Bogdan Dotchev,Unknown,1,0.0,0.0,1,0.0,0.0,Enzo Bearzot,Dino Zoff,Jean Vincent,Thomas N'Kono,Bogdan Dotchev (Referee) · Emilio Soriano Aladren (Ar1) · Victoriano Sanchez Arminio (Ar2),First Group Stage,1–1,Spain,Francesco Graziani · 60,Grégoire M'Bida · 61,['60&Rsquor;|1:0|Francesco Graziani'],"[""61&Rsquor;|1:1|Grégoire M'Bida""]",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['36&Rsquor;|0:0|Giancarlo Antognoni'],"[""36&Rsquor;|0:0|René N'Djeya""]",Unknown,Unknown
1982,23-06-1982,Argentina,El Salvador,2,0,2,Argentina,"Jose Rico Perez, Alicante",32500,Luis Barrancos,Unknown,2,0.0,0.0,0,0.0,0.0,Cesar Luis Menotti,Daniel Passarella,Mauricio Rodriguez,Norberto Huezo,Luis Barrancos (Referee) · Augusto Lamo Castillo (Ar1) · Belaid Lacarne (Ar2),First Group Stage,2–0,Spain,Daniel Bertoni · 54,Unknown,['54&Rsquor;|2:0|Daniel Bertoni'],Unknown,Unknown,Unknown,Daniel Passarella (P) · 22,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['31&Rsquor;|1:0|Jorge Olguín', '44&Rsquor;|1:0|Américo Gallego']","['20&Rsquor;|0:0|Francisco Osorto', '26&Rsquor;|1:0|Luis Ramírez Zapata', '45&Rsquor;|1:0|Carlos Recinos']","['67&Rsquor;|2:0|Ramón Díaz|For Daniel Bertoni', '78&Rsquor;|2:0|Santiago Santamaría|For Gabriel Calderón']","['33&Rsquor;|1:0|Miguel Ángel Díaz|For Francisco Osorto', '78&Rsquor;|2:0|Mauricio Alfaro|For Joaquín Ventura']"
1982,24-06-1982,France,Czechoslovakia,1,1,0,Draw,"Jose Zorrilla, Valladolid",28000,Paolo Casarin,Unknown,1,0.0,0.0,1,0.0,0.0,Michel Hidalgo,Michel Platini,Jozef Venglos,Zdeněk Nehoda,Paolo Casarin (Referee) · Benjamin Dwomoh (Ar1) · Karoly Palotai (Ar2),First Group Stage,1–1,Spain,Didier Six · 66,Unknown,['66&Rsquor;|1:0|Didier Six'],Unknown,Unknown,Unknown,Unknown,Antonín Panenka (P) · 84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Ladislav Vízek · 87,Unknown,Unknown,['47&Rsquor;|0:0|Manuel Amoros'],['75&Rsquor;|1:0|Antonín Panenka'],"['70&Rsquor;|1:0|Alain Couriol|For Bernard Lacombe', '89&Rsquor;|1:1|René Girard|For Gérard Soler']","['31&Rsquor;|0:0|Marián Masný|For Tomáš Kříž', '70&Rsquor;|1:0|Antonín Panenka|For Petr Janečka']"
1982,25-06-1982,Northern Ireland,Spain,1,0,1,Northern Ireland,"Luis Casanova, Valencia",49562,Hector Ortiz,Unknown,1,0.0,0.0,0,0.0,0.0,Billy Bingham,Martin O'Neill,Jose Santamaria,Luis Arconada,Hector Ortiz (Referee) · Enrique Labo Revoredo (Ar1) · Alexis Ponnet (Ar2),First Group Stage,1–0,Spain,Gerry Armstrong · 47,Unknown,['47&Rsquor;|1:0|Gerry Armstrong'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mal Donaghy · 62,Unknown,Unknown,Unknown,"['41&Rsquor;|0:0|Billy Hamilton', '42&Rsquor;|0:0|Sammy Mcilroy']",['20&Rsquor;|0:0|Juanito'],"['50&Rsquor;|1:0|Tommy Cassidy|For Sammy Mcilroy', '73&Rsquor;|1:0|Sammy Nelson|For Norman Whiteside']","['46&Rsquor;|0:0|Quini|For Jesús María Satrústegui', '78&Rsquor;|1:0|Ricardo Gallego|For Roberto López Ufarte']"
1986,05-06-1986,France,Soviet Union,1,1,0,Draw,"Nou Camp - Estadio Leï¿½N, Leon",36540,Romualdo Arppi Filho,Unknown,1,0.0,0.0,1,0.0,0.0,Henri Michel,Michel Platini,Valeriy Lobanovskyi,Anatoliy Demyanenko,Romualdo Arppi Filho (Referee) · Victoriano Sanchez Arminio (Ar1) · Shizuo Takada (Ar2),Group Stage,1–1,Mexico,Luis Fernández · 62,Vasyl Rats · 53,['62&Rsquor;|1:1|Luis Fernández'],['53&Rsquor;|0:1|Vasyl Rats'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['40&Rsquor;|0:0|Luis Fernández', '43&Rsquor;|0:0|Manuel Amoros']","['30&Rsquor;|0:0|Vasyl Rats', '33&Rsquor;|0:0|Igor Belanov']","['76&Rsquor;|1:1|Bruno Bellone|For Jean-Pierre Papin', '83&Rsquor;|1:1|Philippe Vercruysse|For Alain Giresse']","['58&Rsquor;|0:1|Oleh Blokhin|For Oleksandr Zavarov', '68&Rsquor;|1:1|Sergey Rodionov']"
1986,05-06-1986,Korea Republic,Bulgaria,1,1,0,Draw,"Estadio Olï¿½Mpico Universitario, Mexico City",45000,Fallaj Khuzam Al Shanar,Unknown,1,0.0,0.0,1,0.0,0.0,Jung Nam Kim,Park Chang-Sun,Ivan Vutsov,Georgi Dimitrov,Fallaj Khuzam Al Shanar (Referee) · Ioan Igna (Ar1) · Valeri Butenko (Ar2),Group Stage,1–1,Mexico,Kim Jong-Boo · 70,Plamen Getov · 11,['70&Rsquor;|1:1|Kim Jong-Boo'],['11&Rsquor;|0:1|Plamen Getov'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['31&Rsquor;|0:1|Kim Joo-Sung', '60&Rsquor;|0:1|Cho Young-Jeung']",['49&Rsquor;|0:1|Zhivko Gospodinov'],"['46&Rsquor;|0:1|Kim Jong-Boo|For Noh Soo-Jin', '72&Rsquor;|1:1|Cho Min-Kook|For Cho Kwang-Rae']","['46&Rsquor;|0:1|Kostadin Kostadinov|For Bozhidar Iskrenov', '58&Rsquor;|0:1|Andrey Zhelyazkov|For Plamen Getov']"
1986,03-06-1986,Belgium,Mexico,1,2,1,Mexico,"Estadio Azteca, Mexico City",110000,Carlos Esposito,Unknown,1,0.0,0.0,2,0.0,0.0,Guy Thys,Jan Ceulemans,Bora Milutinovic,Tomás Boy,Carlos Esposito (Referee) · Carlos Alberto Silva Valente (Ar1) · Romulo Mendez Molina (Ar2),Group Stage,1–2,Mexico,Erwin Vandenbergh · 45,Fernando Quirarte · 23|Hugo Sánchez · 39,['45&Rsquor;|1:2|Erwin Vandenbergh'],"['23&Rsquor;|0:1|Fernando Quirarte', '39&Rsquor;|0:2|Hugo Sánchez']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['56&Rsquor;|1:2|Franky Van Der Elst'],"['23&Rsquor;|0:1|Hugo Sánchez', '83&Rsquor;|1:2|Carlos Muñoz']","['60&Rsquor;|1:2|Nico Claesen|For Philippe Desmet', '66&Rsquor;|1:2|Stéphane Demol|For Erwin Vandenbergh']","['69&Rsquor;|1:2|Miguel España|For Tomás Boy', '79&Rsquor;|1:2|Francisco Javier Cruz|For Luis Flores']"
1986,04-06-1986,Scotland,Denmark,0,1,1,Denmark,"Neza, Nezahualcoyotl",18000,Lajos Nemeth,Unknown,0,0.0,0.0,1,0.0,0.0,Alex Ferguson,Graeme Souness,Sepp Piontek,Morten Olsen,Lajos Nemeth (Referee) · Siegfried Kirschen (Ar1) · Fallaj Khuzam Al Shanar (Ar2),Group Stage,0–1,Mexico,Unknown,Preben Elkjær · 57,Unknown,['57&Rsquor;|0:1|Preben Elkjær'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['84&Rsquor;|0:1|Klaus Berggreen'],"['61&Rsquor;|0:1|Frank Mcavennie|For Paul Sturrock', '74&Rsquor;|0:1|Eamonn Bannon|For Gordon Strachan']","['74&Rsquor;|0:1|John Sivebæk|For Frank Arnesen', '80&Rsquor;|0:1|Jan Mølby|For Jesper Olsen']"
1986,03-06-1986,Algeria,Northern Ireland,1,1,0,Draw,"Tres De Marzo, Guadalajara",22000,Valeri Butenko,Unknown,1,0.0,0.0,1,0.0,0.0,Rabah Saadane,Mahmoud Guendouz,Billy Bingham,Sammy Mcilroy,Valeri Butenko (Referee) · Andre Daina (Ar1) · Zoran Petrovic (Ar2),Group Stage,1–1,Mexico,Djamel Zidane · 59,Norman Whiteside · 6,['59&Rsquor;|1:1|Djamel Zidane'],['6&Rsquor;|0:1|Norman Whiteside'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['36&Rsquor;|0:1|Faouzi Mansouri'],"['58&Rsquor;|0:1|Nigel Worthington', '78&Rsquor;|1:1|Sammy Mcilroy', '79&Rsquor;|1:1|Norman Whiteside']","['33&Rsquor;|0:1|Rachid Harkouk|For Rabah Madjer', '71&Rsquor;|1:1|Lakhdar Belloumi']","['67&Rsquor;|1:1|Ian Stewart|For Steve Penney', '81&Rsquor;|1:1|Colin Clarke|For Norman Whiteside']"
1986,03-06-1986,Portugal,England,1,0,1,Portugal,"Tecnologico, Monterrey",23000,Volker Roth,Unknown,1,0.0,0.0,0,0.0,0.0,Jose Torres,Manuel Bento,Bobby Robson,Bryan Robson,Volker Roth (Referee) · Bogdan Dotchev (Ar1) · Jamal Al Sharif (Ar2),Group Stage,1–0,Mexico,Carlos Manuel · 75,Unknown,['75&Rsquor;|1:0|Carlos Manuel'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['88&Rsquor;|1:0|Jaime Pacheco'],"['17&Rsquor;|0:0|Terry Fenwick', '78&Rsquor;|1:0|Terry Butcher']","['73&Rsquor;|0:0|Paulo Futre|For Fernando Gomes', '82&Rsquor;|1:0|José António Bargiela|For Diamantino Miranda']","['80&Rsquor;|1:0|Steve Hodge|For Chris Waddle', '80&Rsquor;|1:0|Peter Beardsley|For Bryan Robson']"
1986,02-06-1986,Argentina,Korea Republic,3,1,2,Argentina,"Estadio Olï¿½Mpico Universitario, Mexico City",60000,Victoriano Sanchez Arminio,Unknown,3,0.0,0.0,1,0.0,0.0,Carlos Bilardo,Diego Maradona,Jung Nam Kim,Park Chang-Sun,Victoriano Sanchez Arminio (Referee) · Gabriel Gonzalez Roa (Ar1) · Jesus Diaz Palacio (Ar2),Group Stage,3–1,Mexico,Jorge Valdano · 6|Oscar Ruggeri · 18|Jorge Valdano · 46,Park Chang-Sun · 73,"['6&Rsquor;|1:0|Jorge Valdano', '18&Rsquor;|2:0|Oscar Ruggeri', '46&Rsquor;|3:0|Jorge Valdano']",['73&Rsquor;|3:1|Park Chang-Sun'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['44&Rsquor;|2:0|Huh Jung-Moo', '50&Rsquor;|3:0|Park Chang-Sun']","['74&Rsquor;|3:1|Carlos Daniel Tapia|For Pedro Pasculli', '75&Rsquor;|3:1|Julio Olarticoechea|For Sergio Batista']","['23&Rsquor;|2:0|Cho Kwang-Rae|For Kim Pyung-Seok', '46&Rsquor;|3:0|Byun Byung-Joo|For Kim Yong-Se']"
1986,02-06-1986,Soviet Union,Hungary,6,0,6,Soviet Union,"Estadio Irapuato, Irapuato",16500,Luigi Agnolin,Unknown,6,0.0,0.0,0,0.0,0.0,Valeriy Lobanovskyi,Anatoliy Demyanenko,Gyorgy Mezey,Antal Nagy,Luigi Agnolin (Referee) · George Courtney (Ar1) · Horst Brummeier (Ar2),Group Stage,6–0,Mexico,Pavlo Yakovenko · 2|Sergei Aleinikov · 4|Ivan Yaremchuk · 66|Sergey Rodionov · 80,Unknown,"['2&Rsquor;|1:0|Pavlo Yakovenko', '4&Rsquor;|2:0|Sergei Aleinikov', '66&Rsquor;|4:0|Ivan Yaremchuk', '80&Rsquor;|6:0|Sergey Rodionov']",Unknown,László Dajka (Og) · 73,Unknown,Igor Belanov (P) · 24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['69&Rsquor;|4:0|Sergey Rodionov', '72&Rsquor;|4:0|Vadym Yevtushenko|For Pavlo Yakovenko']","['13&Rsquor;|2:0|Győző Burcsa|For Antal Róth', '62&Rsquor;|3:0|László Dajka|For Zoltán Péter']"
1986,01-06-1986,Canada,France,0,1,1,France,"Nou Camp - Estadio Leï¿½N, Leon",65500,Hernan Silva Arce,Unknown,0,0.0,0.0,1,0.0,0.0,Tony Waiters,Bruce Wilson,Henri Michel,Michel Platini,Hernan Silva Arce (Referee) · Romulo Mendez Molina (Ar1) · Berny Ulloa Morera (Ar2),Group Stage,0–1,Mexico,Unknown,Jean-Pierre Papin · 79,Unknown,['79&Rsquor;|0:1|Jean-Pierre Papin'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['54&Rsquor;|0:0|Jamie Lowery|For Mike Sweeney', '81&Rsquor;|0:1|Branko Šegota|For Paul James']",['70&Rsquor;|0:0|Yannick Stopyra|For Dominique Rocheteau']
1986,31-05-1986,Bulgaria,Italy,1,1,0,Draw,"Estadio Azteca, Mexico City",96000,Erik Fredriksson,Unknown,1,0.0,0.0,1,0.0,0.0,Ivan Vutsov,Georgi Dimitrov,Enzo Bearzot,Gaetano Scirea,Erik Fredriksson (Referee) · Edgardo Codesal Mendez (Ar1) · Volker Roth (Ar2),Group Stage,1–1,Mexico,Nasko Sirakov · 85,Alessandro Altobelli · 43,['85&Rsquor;|1:1|Nasko Sirakov'],['43&Rsquor;|0:1|Alessandro Altobelli'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['51&Rsquor;|0:1|Aleksandar Markov'],"['48&Rsquor;|0:1|Giuseppe Bergomi', '64&Rsquor;|0:1|Antonio Cabrini']","['65&Rsquor;|0:1|Kostadin Kostadinov|For Bozhidar Iskrenov', '74&Rsquor;|0:1|Andrey Zhelyazkov']",['65&Rsquor;|0:1|Gianluca Vialli|For Bruno Conti']
1986,02-06-1986,Morocco,Poland,0,0,0,Draw,"Estadio Universitario, Monterrey",19900,Jose Luis Martinez Bazan,Unknown,0,0.0,0.0,0,0.0,0.0,Jose Faria,Ezzaki Badou,Antoni Piechniczek,Zbigniew Boniek,Jose Luis Martinez Bazan (Referee) · Joel Quiniou (Ar1) · Idrissa Traore (Ar2),Group Stage,0–0,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['33&Rsquor;|0:0|Mohamed Timoumi'],Unknown,"['87&Rsquor;|0:0|Abdelaziz Souleimani|For Mustafa El Haddaoui', '88&Rsquor;|0:0|Abderrazak Khairi|For Mohamed Timoumi']","['46&Rsquor;|0:0|Kazimierz Przybyś|For Dariusz Kubicki', '56&Rsquor;|0:0|Jan Urban|For Dariusz Dziekanowski']"
1986,01-06-1986,Spain,Brazil,0,1,1,Brazil,"Jalisco, Guadalajara",35748,Christopher Bambridge,Unknown,0,0.0,0.0,1,0.0,0.0,Miguel Munoz,José Antonio Camacho,Tele Santana,Edinho,Christopher Bambridge (Referee) · David Socha (Ar1) · Jan Keizer (Ar2),Group Stage,0–1,Mexico,Unknown,Sócrates · 62,Unknown,['62&Rsquor;|0:1|Sócrates'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['4&Rsquor;|0:0|Julio Alberto Moreno'],['82&Rsquor;|0:1|Branco'],['82&Rsquor;|0:1|Juan Antonio Señor|For Francisco'],"['66&Rsquor;|0:1|Müller|For Walter Casagrande', '79&Rsquor;|0:1|Paulo Roberto Falcão|For Leovegildo Lins Da Gama Júnior']"
1986,07-06-1986,Poland,Portugal,1,0,1,Poland,"Estadio Universitario, Monterrey",19915,Ali Bennaceur,Unknown,1,0.0,0.0,0,0.0,0.0,Antoni Piechniczek,Zbigniew Boniek,Jose Torres,Fernando Gomes,Ali Bennaceur (Referee) · Edwin Picon-Ackong (Ar1) · Shizuo Takada (Ar2),Group Stage,1–0,Mexico,Włodzimierz Smolarek · 68,Unknown,['68&Rsquor;|1:0|Włodzimierz Smolarek'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"['46&Rsquor;|0:0|Roman Wójcicki', '89&Rsquor;|1:0|Dariusz Dziekanowski']",Unknown,"['57&Rsquor;|0:0|Jan Karaś|For Ryszard Komornicki', '74&Rsquor;|1:0|Andrzej Zgutczyński']","['46&Rsquor;|0:0|Paulo Futre|For Fernando Gomes', '72&Rsquor;|1:0|Jaime Magalhães|For António André']"
1986,07-06-1986,Northern Ireland,Spain,1,2,1,Spain,"Tres De Marzo, Guadalajara",28000,Horst Brummeier,Unknown,1,0.0,0.0,2,0.0,0.0,Billy Bingham,Sammy Mcilroy,Miguel Munoz,José Antonio Camacho,Horst Brummeier (Referee) · Luigi Agnolin (Ar1) · Lajos Nemeth (Ar2),Group Stage,1–2,Mexico,Colin Clarke · 47,Emilio Butragueño · 2|Julio Salinas · 18,['47&Rsquor;|1:2|Colin Clarke'],"['2&Rsquor;|0:1|Emilio Butragueño', '18&Rsquor;|0:2|Julio Salinas']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['85&Rsquor;|1:2|Billy Hamilton'],['50&Rsquor;|1:2|Víctor Muñoz'],"['54&Rsquor;|1:2|Ian Stewart|For Steve Penney', '70&Rsquor;|1:2|Billy Hamilton']","['54&Rsquor;|1:2|Ramón Calderé|For Rafael Gordillo', '78&Rsquor;|1:2|Juan Antonio Señor|For Julio Salinas']"
1986,05-06-1986,Italy,Argentina,1,1,0,Draw,"Cuauhtemoc, Puebla",32000,Jan Keizer,Unknown,1,0.0,0.0,1,0.0,0.0,Enzo Bearzot,Gaetano Scirea,Carlos Bilardo,Diego Maradona,Jan Keizer (Referee) · Antonio Marquez Ramirez (Ar1) · Alan Snoddy (Ar2),Group Stage,1–1,Mexico,Unknown,Diego Maradona · 34,Unknown,['34&Rsquor;|1:1|Diego Maradona'],Unknown,Unknown,Alessandro Altobelli (P) · 6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['54&Rsquor;|1:1|Giuseppe Bergomi'],"['58&Rsquor;|1:1|Ricardo Giusti', '65&Rsquor;|1:1|Oscar Garré']","['65&Rsquor;|1:1|Gianluca Vialli|For Bruno Conti', '87&Rsquor;|1:1|Giuseppe Baresi|For Fernando De Napoli']","['59&Rsquor;|1:1|Julio Olarticoechea|For Sergio Batista', '74&Rsquor;|1:1|Héctor Enrique|For Claudio Borghi']"
